fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.119941307320987,1.0774263996276432,0.18513292883861965,8.267144991907053,0.13823578503059394,58.09880562533491,170.13953058697112,0.9957303909785424,3.4435946417686707,1.3188087879108608,10.361813121664653,0
14.457857370509078,0.8505349128817685,0.5419009473783581,7.708546286816233,0.1310196115452799,53.75241783117552,200.39026091469484,1.0060528062470586,3.7470620280899825,1.1733033538660183,10.840613956250127,0
12.051933359925457,0.5333386628008588,0.8729458358764083,1.3589889212900996,0.454064744455308,40.573497650434554,67.11416730536975,1.009944757998072,3.6882092087272067,0.7899136941312002,13.127284359213082,1
10.585243326167403,1.2393130275897282,0.7322248864095612,5.777469586766189,0.132277637926258,66.96725290922339,158.46928030410774,0.9906005201065878,2.900069876101906,0.3109894082425079,10.040026316359352,0
5.716205044866802,1.0586236415754309,0.8065611478614497,6.322738663001999,0.1432553658030292,14.832741571459792,145.50601988707467,1.0079473173158187,2.8940243106639163,1.1436066772313838,13.217898108873028,0
5.715939723698229,0.3276637150828478,0.6587833667107174,6.583518932556607,0.3821051485848022,8.539230511363877,209.21061193633815,1.002452610671973,3.0486266780683873,0.7855641805558132,8.52880658586015,0
4.638919733850194,1.3752980582913794,0.6922765645178525,9.122413169182652,0.2303725228007646,59.92337571992413,227.08524275742758,1.0094676523832964,3.1693971442433484,1.5488341112079096,12.660790623251785,0
13.527937603524286,1.2515521400924365,0.8491956515653193,8.470435654176299,0.39058817290803877,31.301337347728634,8.966252240482381,0.9993001903505285,3.2309922558310276,0.34070865095982195,13.085285798328417,0
10.612265129175297,1.4297198786086938,0.24966800885918594,9.510671299108225,0.04202941720654877,59.44085094028717,170.4608602503454,1.0069477586114275,3.583606381883349,1.2942072792198445,9.090905917024033,0
11.788798355756501,1.116007311743704,0.4894249636431405,11.708365661589795,0.24890988489995833,62.62322415848363,18.64793498521388,0.9912478813719655,2.7736845618155863,1.900506203760311,10.582079194233202,0
4.226429437253827,0.9587812743101057,0.22120944181960223,12.381800342025308,0.026470664089808492,5.309573959715929,139.92151427887484,0.9967055810015659,2.7450745154938865,0.5964957540895491,8.992998647981933,0
14.669008373781937,0.6855402508068663,0.987668007996647,11.053723067170921,0.04070006969312372,61.95906864603819,76.18238588665749,0.9913403307550241,3.2094837318270817,1.101804134276012,12.239624773965307,0
13.156869048804639,1.4058198766956185,0.9440593396866133,14.377331743369085,0.4541543521387614,31.93401482049013,80.85349028340245,1.0095068626695813,3.6063127997793747,0.45541738608913485,11.21208660836994,0
6.3357302174610375,1.3124894453005718,0.0394268113685059,1.2552561574690628,0.07823023184762162,36.21984174129202,92.12187484237501,1.0063394781454367,2.9514659458434274,1.3636592508442995,11.811940080249926,0
6.000074639278107,0.16330613814866518,0.7055751725156885,3.7408917995696456,0.27088613431485636,44.234883265431506,157.59535756810487,1.0070509484249195,3.5339558256331274,1.2359038570135834,9.178921801737268,0
6.017449608387772,0.13691376429615282,0.9252483174156658,1.1058802496939897,0.21143684527434622,64.92039986437598,87.50819162317968,1.0087593046286778,3.037776579322389,0.9925213911618149,9.270475172314518,0
7.346664672554915,0.6270487136292694,0.18057534512733353,10.064645998164442,0.18019822986683293,2.319010515653718,184.77856834402843,0.9917020697223957,3.8519119414575713,1.18634093650536,8.248983953059438,0
9.772320747954616,1.234774663094566,0.5679452305526295,13.572427685299816,0.4509183393867635,33.90219931392938,104.7046820800242,0.9977119518502666,3.8643969275466015,1.8241769193973174,9.932405211174379,0
8.751395205063274,1.4821865810409223,0.9154882975880418,4.40875215206819,0.020693464419989857,48.452820927708686,22.678180875629902,0.99142069778088,3.0864733655657246,0.633700313928814,11.35846796800205,0
7.203520542178461,0.31058364754493945,0.03394597858579884,13.978483627148293,0.33525694622603863,50.866780081177765,197.23740156612217,0.9942158620310005,2.9989918801522126,0.3383596698990903,13.147609483983974,2
10.730381841946175,0.9317830014929891,0.6974202672468399,1.843743464053852,0.4820632727646397,48.78473777606045,75.72503120062026,0.9945873155407534,3.2346951636861005,1.7648303039884716,12.001564684752084,0
5.53443246717246,0.6332471992834301,0.29734900737255077,14.0821043752772,0.2844824098963026,10.276023929160408,111.59511862222008,0.9993821442209516,3.0126910607341935,1.281099040059441,10.61237794039851,0
7.2135911338874,1.4578801569404445,0.9243961953765304,5.922717621354882,0.469043006396215,21.658295597646006,173.24830750614396,0.9953712433490729,3.574098996279215,1.814119374285132,13.718720686364826,0
8.029980276230608,1.2789664923899922,0.9710582451653678,2.4198915982890314,0.03560636085015165,25.75137125377393,87.11930234428573,0.9920195621363552,3.7738840899127712,1.3148068798023933,12.31547120345499,0
9.016769826387396,1.273660186595593,0.9442664891134339,7.802204628608559,0.21520872634633909,56.50616732988585,19.80690009979861,0.9933498217818821,3.575019770184582,1.6772738529314943,13.5809912171753,0
12.63693557532315,0.7561704237129583,0.47421421665746377,4.594871948087111,0.13747731757140508,20.23443119660416,97.23673547112652,0.9929455112710418,3.771655581424154,1.0304447177037515,11.165527839632993,0
6.196411603741957,0.6807473032727311,0.8620426509893134,4.988220627466919,0.3681022728405576,15.538642506837018,236.44545417741003,1.009461535958246,3.2160898108697165,1.574761883190057,9.553425648758838,0
